Type;SIRET;Numero PV;Raison sociale;Adresse;CP;UL;Ville;Département;Région;IDCC;FD;Lib IDCC;Date;Coll;Inscrits;Votants;sve_total;CGT;CFDT;CGT-FO;CFTC;CFE-CGC;SOLIDAIRES;UNSA;AUTRES
CSE;40401020900017;5014520;L'AGENCE;MAS DE GRILLE;34438;CLERMONT-L-HERAULT;ST JEAN DE VEDAS CEDEX;34;Occitanie;86;FD CGT FILPAC;PUBLICITE;16/11/2023;3;31;27;23;23;0;0;0;0;0;0;0
CSE;40755237100152;5289708;CNPH;ROUTE DE LOUPIAN;34560;SETE;VILLEVEYRAC;34;Occitanie;158;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;BOIS SCIERIES TRAVAIL MECANIQUE;29/11/2024;2;54;44;42;0;0;11;0;0;0;31;0
CSE;40755237100152;5289709;CNPH;ROUTE DE LOUPIAN;34560;SETE;VILLEVEYRAC;34;Occitanie;158;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;BOIS SCIERIES TRAVAIL MECANIQUE;29/11/2024;1;59;46;44;0;0;5;0;0;0;39;0
CSE;32877929300054;4714234;BAXTER FACONNAGE GRABELS;140 RUE CLEMENT FRANCOIS PRUNELLE;34790;MONTPELLIER;GRABELS CEDEX 05;34;Occitanie;176;FD CGT CHIMIE;PHARMACEUTIQUE INDUSTRIE;27/09/2022;3;30;22;22;0;0;22;0;0;0;0;0
CSE;32877929300054;4714235;BAXTER FACONNAGE GRABELS;140 RUE CLEMENT FRANCOIS PRUNELLE;34790;MONTPELLIER;GRABELS CEDEX 05;34;Occitanie;176;FD CGT CHIMIE;PHARMACEUTIQUE INDUSTRIE;27/09/2022;2;27;16;15;0;0;15;0;0;0;0;0
CSE;32877929300054;4714236;BAXTER FACONNAGE GRABELS;140 RUE CLEMENT FRANCOIS PRUNELLE;34790;MONTPELLIER;GRABELS CEDEX 05;34;Occitanie;176;FD CGT CHIMIE;PHARMACEUTIQUE INDUSTRIE;27/09/2022;1;112;27;25;0;0;25;0;0;0;0;0
CSE;32174806300062;4755126;LABORATOIRE CHAUVIN BAUSCH & LOMB;416 RUE SAMUEL MORSE;34961;MONTPELLIER;MONTPELLIER;34;Occitanie;176;FD CGT CHIMIE;PHARMACEUTIQUE INDUSTRIE;14/11/2022;4;230;118;104;104;0;0;0;0;0;0;0
CSE;32174806300062;4755127;LABORATOIRE CHAUVIN BAUSCH & LOMB;416 RUE SAMUEL MORSE;34961;MONTPELLIER;MONTPELLIER;34;Occitanie;176;FD CGT CHIMIE;PHARMACEUTIQUE INDUSTRIE;14/11/2022;4;90;51;50;50;0;0;0;0;0;0;0
CSE;71300226900049;4817238;SANOFI AVENTIS RECHERCHE ET DEVELOPPEMENT;371 RUE PROFESSEUR BLAYAC;34184;MONTPELLIER;MONTPELLIER CEDEX;34;Occitanie;176;FD CGT CHIMIE;PHARMACEUTIQUE INDUSTRIE;22/03/2023;1;38;24;21;5;0;0;0;0;16;0;0
CSE;71300226900049;4817239;SANOFI AVENTIS RECHERCHE ET DEVELOPPEMENT;371 RUE PROFESSEUR BLAYAC;34184;MONTPELLIER;MONTPELLIER CEDEX;34;Occitanie;176;FD CGT CHIMIE;PHARMACEUTIQUE INDUSTRIE;22/03/2023;3;579;439;434;57;180;0;47;125;25;0;0
CSE;71300226900049;4817240;SANOFI AVENTIS RECHERCHE ET DEVELOPPEMENT;371 RUE PROFESSEUR BLAYAC;34184;MONTPELLIER;MONTPELLIER CEDEX;34;Occitanie;176;FD CGT CHIMIE;PHARMACEUTIQUE INDUSTRIE;22/03/2023;2;399;261;253;65;77;0;18;18;75;0;0
CSE;96750469701044;4867036;BOIRON MONTPELLIER;75 IMPASSE JOHN LOCKE;34470;MONTPELLIER;PEROLS;34;Occitanie;176;FD CGT CHIMIE;PHARMACEUTIQUE INDUSTRIE;17/05/2023;1;21;16;11;0;11;0;0;0;0;0;0
CSE;33476649000026;4902579;LAPHT PHYTOFRANCE;COMPLEXE LA GASTADE BP 5;34130;LUNEL;CANDILLARGUES;34;Occitanie;176;FD CGT CHIMIE;PHARMACEUTIQUE INDUSTRIE;16/06/2023;2;17;17;9;0;0;0;0;9;0;0;0
CSE;38195459300038;4838929;JF IMPRESSION;296 RUE PATRICE LUMUMBA;34075;MONTPELLIER;MONTPELLIER CEDEX 83;34;Occitanie;184;FD CGT FILPAC;IMPRIMERIE DE LABEUR ET INDUSTRIES GRAPHIQUES;09/05/2023;1;39;35;34;0;0;34;0;0;0;0;0
CSE;38195459300038;4838930;JF IMPRESSION;296 RUE PATRICE LUMUMBA;34075;MONTPELLIER;MONTPELLIER CEDEX 83;34;Occitanie;184;FD CGT FILPAC;IMPRIMERIE DE LABEUR ET INDUSTRIES GRAPHIQUES;09/05/2023;3;5;4;4;0;0;4;0;0;0;0;0
CSE;38525329900023;4956103;ESTRABOLS IMPRIMEUR;RUE BABEUF ZI CAPISCOL;34500;BEZIERS;BEZIERS;34;Occitanie;184;FD CGT FILPAC;IMPRIMERIE DE LABEUR ET INDUSTRIES GRAPHIQUES;13/04/2022;5;35;24;19;0;19;0;0;0;0;0;0
CSE;38035323500050;5106328;SAS EXAPRINT;ZAC FREJORGUES EST;34130;LUNEL;MAUGUIO;34;Occitanie;184;FD CGT FILPAC;IMPRIMERIE DE LABEUR ET INDUSTRIES GRAPHIQUES;08/12/2023;2;68;45;27;0;27;0;0;0;0;0;0
CSE;38035323500050;5106329;SAS EXAPRINT;ZAC FREJORGUES EST;34130;LUNEL;MAUGUIO;34;Occitanie;184;FD CGT FILPAC;IMPRIMERIE DE LABEUR ET INDUSTRIES GRAPHIQUES;08/12/2023;1;194;119;112;53;59;0;0;0;0;0;0
CSE;38035323500050;5106330;SAS EXAPRINT;ZAC FREJORGUES EST;34130;LUNEL;MAUGUIO;34;Occitanie;184;FD CGT FILPAC;IMPRIMERIE DE LABEUR ET INDUSTRIES GRAPHIQUES;08/12/2023;3;36;28;19;0;19;0;0;0;0;0;0
CSE;51760813900013;4788936;CPAM DE L HERAULT;29 COURS GAMBETTA;34934;MONTPELLIER;MONTPELLIER;34;Occitanie;218;FD CGT ORGANISMES SOCIAUX;SECURITE SOCIALE ORGANISMES;26/01/2023;1;662;442;438;140;0;69;192;0;37;0;0
CSE;51760813900013;4788937;CPAM DE L HERAULT;29 COURS GAMBETTA;34934;MONTPELLIER;MONTPELLIER;34;Occitanie;218;FD CGT ORGANISMES SOCIAUX;SECURITE SOCIALE ORGANISMES;26/01/2023;3;242;181;175;86;0;27;60;0;2;0;0
CSE;77558918700019;4796606;CARSAT LANGUEDOC ROUSSILLON;COURS GAMBETTA;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;218;FD CGT ORGANISMES SOCIAUX;SECURITE SOCIALE ORGANISMES;16/03/2023;2;151;126;120;49;0;31;14;26;0;0;0
CSE;77558918700019;4796607;CARSAT LANGUEDOC ROUSSILLON;COURS GAMBETTA;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;218;FD CGT ORGANISMES SOCIAUX;SECURITE SOCIALE ORGANISMES;16/03/2023;1;605;497;485;350;0;135;0;0;0;0;0
CSE;75366412700077;4984690;URSSAF DU LANGUEDOC-ROUSSILLON;HD - TSA 99999;34965;MONTPELLIER;MONTPELLIER CEDEX 2;34;Occitanie;218;FD CGT ORGANISMES SOCIAUX;SECURITE SOCIALE ORGANISMES;17/11/2023;1;315;213;207;63;42;41;0;0;0;61;0
CSE;75366412700077;4984691;URSSAF DU LANGUEDOC-ROUSSILLON;HD - TSA 99999;34965;MONTPELLIER;MONTPELLIER CEDEX 2;34;Occitanie;218;FD CGT ORGANISMES SOCIAUX;SECURITE SOCIALE ORGANISMES;17/11/2023;3;243;200;190;32;34;63;0;0;0;61;0
CSE;53408952900018;4987263;CAF DE L'HERAULT;139 AVENUE DE LODEVE;34943;MONTPELLIER;MONTPELLIER CEDEX 9;34;Occitanie;218;FD CGT ORGANISMES SOCIAUX;SECURITE SOCIALE ORGANISMES;16/11/2023;1;649;465;457;135;43;117;0;0;0;162;0
CSE;53408952900018;4987264;CAF DE L'HERAULT;139 AVENUE DE LODEVE;34943;MONTPELLIER;MONTPELLIER CEDEX 9;34;Occitanie;218;FD CGT ORGANISMES SOCIAUX;SECURITE SOCIALE ORGANISMES;16/11/2023;2;123;101;99;26;26;12;0;0;0;35;0
CSE;42459649200043;5100348;UGECAM OCCITANIE;563 CHEMIN DU MAS DE ROCHET;34172;AGDE PEZENAS;CASTELNAU LE LEZ;34;Occitanie;218;FD CGT ORGANISMES SOCIAUX;SECURITE SOCIALE ORGANISMES;05/12/2023;1;133;88;88;20;0;68;0;0;0;0;0
CSE;42459649200035;5100350;UGECAM OCCITANIE;70 RUE DE TIPASA;34080;MONTPELLIER;MONTPELLIER;34;Occitanie;218;FD CGT ORGANISMES SOCIAUX;SECURITE SOCIALE ORGANISMES;05/12/2023;1;79;27;27;27;0;0;0;0;0;0;0
CSE;42459649200118;5100352;UGECAM OCCITANIE;8 PLACE DU GENERAL DE GAULLE;34240;BÉDARIEUX;LAMALOU LES BAINS;34;Occitanie;218;FD CGT ORGANISMES SOCIAUX;SECURITE SOCIALE ORGANISMES;05/12/2023;1;98;40;40;23;0;17;0;0;0;0;0
CSE;42459649200183;5100354;CENTRE EDUCATIF ET MEDICAL;1 AVENUE MONSEIGNEUR COSTE;34500;BEZIERS;BEZIERS;34;Occitanie;218;FD CGT ORGANISMES SOCIAUX;SECURITE SOCIALE ORGANISMES;05/12/2023;1;40;28;28;28;0;0;0;0;0;0;0
CSE;42459649200159;5100357;UGECAM OCCITANIE;515 AVENUE GEORGES FRECHE;34170;MONTPELLIER;CASTELNAU-LE-LEZ;34;Occitanie;218;FD CGT ORGANISMES SOCIAUX;SECURITE SOCIALE ORGANISMES;05/12/2023;5;43;28;11;0;0;11;0;0;0;0;0
CSE;42459649200043;5100361;UGECAM OCCITANIE;563 CHEMIN DU MAS DE ROCHET;34172;AGDE PEZENAS;CASTELNAU LE LEZ;34;Occitanie;218;FD CGT ORGANISMES SOCIAUX;SECURITE SOCIALE ORGANISMES;05/12/2023;2;25;4;4;0;0;4;0;0;0;0;0
CSE;42459649200050;5100362;UGECAM OCCITANIE;435 AVENUE GEORGES FRECHE;34172;AGDE PEZENAS;CASTELNAU LE LEZ;34;Occitanie;218;FD CGT ORGANISMES SOCIAUX;SECURITE SOCIALE ORGANISMES;05/12/2023;2;66;41;40;0;28;12;0;0;0;0;0
CSE;42459649200050;5100366;UGECAM OCCITANIE;435 AVENUE GEORGES FRECHE;34172;AGDE PEZENAS;CASTELNAU LE LEZ;34;Occitanie;218;FD CGT ORGANISMES SOCIAUX;SECURITE SOCIALE ORGANISMES;05/12/2023;1;64;39;36;0;19;17;0;0;0;0;0
CSE;42459649200183;5100367;CENTRE EDUCATIF ET MEDICAL;1 AVENUE MONSEIGNEUR COSTE;34500;BEZIERS;BEZIERS;34;Occitanie;218;FD CGT ORGANISMES SOCIAUX;SECURITE SOCIALE ORGANISMES;05/12/2023;2;22;11;10;10;0;0;0;0;0;0;0
CSE;18003502401072;5181851;DRSM OCCITANIE;29 COURS GAMBETTA;34961;MONTPELLIER;MONTPELLIER;34;Occitanie;218;FD CGT ORGANISMES SOCIAUX;SECURITE SOCIALE ORGANISMES;27/03/2024;1;368;283;274;52;102;63;0;0;57;0;0
CSE;18003502401072;5181852;DRSM OCCITANIE;29 COURS GAMBETTA;34961;MONTPELLIER;MONTPELLIER;34;Occitanie;218;FD CGT ORGANISMES SOCIAUX;SECURITE SOCIALE ORGANISMES;27/03/2024;3;117;103;100;21;53;16;0;0;10;0;0
CSE;34976091800020;4763376;PAUL BOYE TECHNOLOGIES;RTE DE CLERMONT;34600;BÉDARIEUX;BEDARIEUX;34;Occitanie;247;FD CGT TEXTILE HABILLEMENT CUIR, BLANCHISSERIE;HABILLEMENT INDUSTRIES;02/12/2022;1;39;35;29;29;0;0;0;0;0;0;0
CSE;43416235000061;4724511;GROUPEMENT INTERACTIF DES METIERS DE L'AEROPORTUAIRE ET DE SERVICES;FREJORGUES;34130;LUNEL;MAUGUIO;34;Occitanie;275;FD CGT TRANSPORT;TRANSPORT AERIEN PERSONNEL AU SOL;07/11/2022;5;39;20;20;0;20;0;0;0;0;0;0
CSE;87835164200029;4727161;AIRWAYS AVIATION ACADEMY;AEROPORT MTPELLIER MEDITERRANEE;34130;LUNEL;MAUGUIO;34;Occitanie;275;FD CGT TRANSPORT;TRANSPORT AERIEN PERSONNEL AU SOL;22/09/2022;1;24;20;18;0;18;0;0;0;0;0;0
CSE;50836415500012;4744790;SA AEROPORT DE MONTPELLIER MEDITERRANEE;AEROPORT DE MONTPELLIER CS 10001;34137;MONTPELLIER;MAUGUIO CEDEX;34;Occitanie;275;FD CGT TRANSPORT;TRANSPORT AERIEN PERSONNEL AU SOL;18/11/2022;3;40;35;34;0;23;0;0;0;0;11;0
CSE;50836415500012;4744791;SA AEROPORT DE MONTPELLIER MEDITERRANEE;AEROPORT DE MONTPELLIER CS 10001;34137;MONTPELLIER;MAUGUIO CEDEX;34;Occitanie;275;FD CGT TRANSPORT;TRANSPORT AERIEN PERSONNEL AU SOL;18/11/2022;2;59;54;52;0;27;0;0;0;0;25;0
CSE;50836415500012;4744792;SA AEROPORT DE MONTPELLIER MEDITERRANEE;AEROPORT DE MONTPELLIER CS 10001;34137;MONTPELLIER;MAUGUIO CEDEX;34;Occitanie;275;FD CGT TRANSPORT;TRANSPORT AERIEN PERSONNEL AU SOL;18/11/2022;1;23;19;19;0;11;0;0;0;0;8;0
CSE;80384343200029;4767408;AVIAPARTNER MONTPELLIER;CENTRE D AFFAIRES;34134;MONTPELLIER;MAUGUIO;34;Occitanie;275;FD CGT TRANSPORT;TRANSPORT AERIEN PERSONNEL AU SOL;23/11/2022;2;11;3;0;0;0;0;0;0;0;0;0
CSE;80384343200029;4767409;AVIAPARTNER MONTPELLIER;CENTRE D AFFAIRES;34134;MONTPELLIER;MAUGUIO;34;Occitanie;275;FD CGT TRANSPORT;TRANSPORT AERIEN PERSONNEL AU SOL;23/11/2022;1;20;6;4;0;4;0;0;0;0;0;0
CSE;98253111300024;5163342;ALYZIA MONTPELLIER HANDLING;AEROPORT MONTPELLIER MEDITERRANEE;34130;LUNEL;MAUGUIO;34;Occitanie;275;FD CGT TRANSPORT;TRANSPORT AERIEN PERSONNEL AU SOL;04/03/2024;5;54;43;42;0;42;0;0;0;0;0;0
CSE;85321452600073;4806259;HIRSCH FRANCE;AV JOSEPH LAZARE;34500;BEZIERS;BEZIERS;34;Occitanie;292;FD CGT CHIMIE;PLASTURGIE;03/04/2023;1;22;21;19;19;0;0;0;0;0;0;0
CSE;38144640000032;4512798;ASSOCIATION EPISODE;VILLA ALPHONSE MAS;34500;BEZIERS;BEZIERS;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;02/03/2021;5;36;26;20;20;0;0;0;0;0;0;0
CSE;39528049800043;4527388;ECOLE PARENTS ET EDUCA DE L HERAULT;260  RUE DU PUECH RADIER;34970;MONTPELLIER;LATTES;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;03/05/2021;5;19;16;14;0;0;14;0;0;0;0;0
CSE;77600312100014;4527390;ASSO EDUCATIVE LA PINEDE;14 AV CYPRIEN OLIVIER;34830;MONTPELLIER;JACOU;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;25/03/2021;5;57;46;39;0;39;0;0;0;0;0;0
CSE;32385525400039;4628020;ASSOCIATION ARIEDA OCCITANIE;2446 AVENUE DU PERE SOULAS;34090;MONTPELLIER;MONTPELLIER;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;25/03/2022;5;122;70;66;0;0;0;0;0;66;0;0
CSE;78504100500139;4657640;MAISON PERCE NEIGE;569 AVENUE GEORGES FRECHE;34170;MONTPELLIER;CASTELNAU LE LEZ;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;17/05/2022;1;46;30;29;0;29;0;0;0;0;0;0
CSE;38036912400017;4662331;FAIRE ESS;1011 RUE DU PONT DE LAVERUNE;34077;MONTPELLIER;MONTPELLIER CEDEX 3;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;22/06/2022;2;84;50;44;0;9;24;0;0;11;0;0
CSE;38036912400017;4662332;FAIRE ESS;1011 RUE DU PONT DE LAVERUNE;34077;MONTPELLIER;MONTPELLIER CEDEX 3;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;22/06/2022;1;67;47;45;0;18;3;0;0;24;0;0
CSE;45156807500068;4748155;ASSOCIATION OXYGENE;30 AVENUE MAURICE PLANES;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;21/11/2022;5;38;34;29;0;0;29;0;0;0;0;0
CSE;49399968400183;4768841;UNAPEI 34;1572 RUE DE SAINT PRIEST;34090;MONTPELLIER;MONTPELLIER;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;01/12/2022;3;84;50;50;11,9;0;5,1;0;33;0;0;0
CSE;49399968400183;4768842;UNAPEI 34;1572 RUE DE SAINT PRIEST;34090;MONTPELLIER;MONTPELLIER;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;01/12/2022;2;360;188;183;109,8;0;45,75;0;0;27,45;0;0
CSE;49399968400183;4768843;UNAPEI 34;1572 RUE DE SAINT PRIEST;34090;MONTPELLIER;MONTPELLIER;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;01/12/2022;1;325;103;97;58,2;0;24,25;0;0;14,55;0;0
CSE;77606057600050;4796522;ASSOCIATION POUR LA PROTECTION DE L'ENFANCE ET DE L'ADOLESCENCE 34;45  RUE MAURICE BEJART;34080;MONTPELLIER;MONTPELLIER;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;04/04/2023;5;103;66;66;19,5;27;0;0;0;19,5;0;0
CSE;77606057600068;4799032;ASSOCIATION POUR LA PROTECTION DE L'ENFANCE ET DE L'ADOLESCENCE 34;11 CHE DE L'ABBE PIERRE DEILHES;34300;AGDE PEZENAS;AGDE;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;04/04/2023;5;58;36;33;33;0;0;0;0;0;0;0
CSE;34034342500294;4800823;PLATEFORME INCLUSIVE CESDA ADPEP 34;14 RUE SAINT VINCENT DE PAUL;34090;MONTPELLIER;MONTPELLIER;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;10/03/2023;5;104;77;76;76;0;0;0;0;0;0;0
CSE;40532963200260;4821934;SESSAD L OMBRELLE;89  IMP DE LA MUSCADELLE;34130;LUNEL;MAUGUIO;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;24/03/2023;1;122;60;59;0;59;0;0;0;0;0;0
CSE;40532963200260;4821935;SESSAD L OMBRELLE;89  IMP DE LA MUSCADELLE;34130;LUNEL;MAUGUIO;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;24/03/2023;2;22;12;11;11;0;0;0;0;0;0;0
CSE;77596079200122;4838544;DITEP LE MONT LOZERE;74 RUE MICHELINE OSTERMEYER;34500;BEZIERS;BEZIERS;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;11/05/2023;2;44;35;31;7;0;24;0;0;0;0;0
CSE;77596079200122;4838545;DITEP LE MONT LOZERE;74 RUE MICHELINE OSTERMEYER;34500;BEZIERS;BEZIERS;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;11/05/2023;1;31;24;22;7;0;15;0;0;0;0;0
CSE;77596079200056;4838548;POLE IME;12 RUE ALEXANDRE LAVAL;34510;AGDE PEZENAS;FLORENSAC;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;11/05/2023;1;43;34;34;9;0;16;0;0;9;0;0
CSE;77596079200056;4838549;POLE IME;12 RUE ALEXANDRE LAVAL;34510;AGDE PEZENAS;FLORENSAC;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;11/05/2023;2;41;37;37;13,5;0;10;0;0;13,5;0;0
CSE;38247608300011;4879242;ASSOCIATION L AVITARELLE;19 RUE BOYER;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;01/06/2023;5;89;34;33;33;0;0;0;0;0;0;0
CSE;77566008704627;4882436;ASSOCIATION ADDICTIONS FRANCE ANPAA;59 AVENUE DE FES;34080;MONTPELLIER;MONTPELLIER;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;31/05/2023;2;117;39;38;25;13;0;0;0;0;0;0
CSE;77566008704627;4882442;ASSOCIATION ADDICTIONS FRANCE ANPAA;59 AVENUE DE FES;34080;MONTPELLIER;MONTPELLIER;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;31/05/2023;1;29;10;9;0;9;0;0;0;0;0;0
CSE;77566008704627;4882443;ASSOCIATION ADDICTIONS FRANCE ANPAA;59 AVENUE DE FES;34080;MONTPELLIER;MONTPELLIER;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;30/05/2023;3;73;22;19;19;0;0;0;0;0;0;0
CSE;34448658400099;4912059;SOLIDARITE URGENCE SETOISE;35 RUE PIERRE SEMARD;34200;SETE;SETE;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;03/07/2023;5;34;13;11;11;0;0;0;0;0;0;0
CSE;77598282000034;4982357;ASS JEAN GAILHAC MECS;38  BD D ANGLETERRE;34500;BEZIERS;BEZIERS;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;16/11/2023;2;13;12;12;0;5;0;0;7;0;0;0
CSE;77598282000034;4982358;ASS JEAN GAILHAC MECS;38  BD D ANGLETERRE;34500;BEZIERS;BEZIERS;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;16/11/2023;1;68;52;42;0;42;0;0;0;0;0;0
CSE;31884629200064;4993016;APEAI OUEST HERAULT;1111  TRA DE COLOMBIERS;34500;BEZIERS;BEZIERS;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;05/12/2023;2;42;34;32;0;0;0;0;25;7;0;0
CSE;77606055000048;5016603;UDAF DE L HERAULT;160 RUE DES FRERES LUMIERE;34060;MONTPELLIER;MONTPELLIER CEDEX 2;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;14/11/2023;1;69;38;34;0;0;34;0;0;0;0;0
CSE;77606055000048;5016604;UDAF DE L HERAULT;160 RUE DES FRERES LUMIERE;34060;MONTPELLIER;MONTPELLIER CEDEX 2;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;14/11/2023;2;26;20;17;0;0;0;0;17;0;0;0
CSE;77599746300028;5026569;ASSOCIATION VALLEE DE L'HERAULT;18 AVENUE DE LA GARDIE;34510;AGDE PEZENAS;FLORENSAC;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;30/11/2023;1;108;88;84;63;0;21;0;0;0;0;0
CSE;77599746300028;5026570;ASSOCIATION VALLEE DE L'HERAULT;18 AVENUE DE LA GARDIE;34510;AGDE PEZENAS;FLORENSAC;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;30/11/2023;2;71;57;52;52;0;0;0;0;0;0;0
CSE;33977442400131;5056795;ADAGES - CSEE SAPORTA ESAT MS;DOMAINE DE SAPORTA;34970;MONTPELLIER;LATTES;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;30/11/2023;2;45;34;34;34;0;0;0;0;0;0;0
CSE;33977442400131;5056796;ADAGES - CSEE SAPORTA ESAT MS;DOMAINE DE SAPORTA;34970;MONTPELLIER;LATTES;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;30/11/2023;1;81;30;27;27;0;0;0;0;0;0;0
CSE;33977442400073;5056802;ADAGES - CSEE IV SEIGNEURS EAM;1082 AVENUE DU PIC SAINT LOUP;34090;MONTPELLIER;MONTPELLIER;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;30/11/2023;1;110;62;60;0;60;0;0;0;0;0;0
CSE;33977442400321;5056807;ADAGES - CSEE LES PASSERELLES D'O EAM;71 RUE HENRI NOGUERES;34090;MONTPELLIER;MONTPELLIER;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;30/11/2023;1;58;31;29;29;0;0;0;0;0;0;0
CSE;33977442400321;5056808;ADAGES - CSEE LES PASSERELLES D'O EAM;71 RUE HENRI NOGUERES;34090;MONTPELLIER;MONTPELLIER;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;30/11/2023;2;23;17;14;14;0;0;0;0;0;0;0
CSE;33977442400289;5056812;ADAGES - CSEE ARCHIPEL DE MASSANE;1855 RUE DE ST PRIEST;34090;MONTPELLIER;MONTPELLIER;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;30/11/2023;2;11;10;10;0;0;0;0;10;0;0;0
CSE;33977442400289;5056813;ADAGES - CSEE ARCHIPEL DE MASSANE;1855 RUE DE ST PRIEST;34090;MONTPELLIER;MONTPELLIER;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;30/11/2023;1;51;43;41;41;0;0;0;0;0;0;0
CSE;33977442400305;5056817;ADAGES - CSEE LES OLIVIERS IME / UEM;695 RUE DES BOUISSES;34078;MONTPELLIER;MONTPELLIER CEDEX 3;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;30/11/2023;2;32;20;19;19;0;0;0;0;0;0;0
