Type;SIRET;Numero PV;Raison sociale;Adresse;CP;UL;Ville;Département;Région;IDCC;FD;Lib IDCC;Date;Coll;Inscrits;Votants;sve_total;CGT;CFDT;CGT-FO;CFTC;CFE-CGC;SOLIDAIRES;UNSA;AUTRES
CSE;33023130900031;4719669;SSIAD LE LIEN;912 RUE DE LA CROIX VERTE;34198;MONTPELLIER;MONTPELLIER;34;Occitanie;2941;FD CGT ORGANISMES SOCIAUX;AIDE A L'ACCOMPAGNEMENT SOINS SERVICES A DOMICILE;23/06/2022;5;31;21;20;8;12;0;0;0;0;0;0
CSE;80834973200020;4838398;ADMR DE LODEVE;27  BD DE LA LIBERTE;34700;CLERMONT-L-HERAULT;LODEVE;34;Occitanie;2941;FD CGT ORGANISMES SOCIAUX;AIDE A L'ACCOMPAGNEMENT SOINS SERVICES A DOMICILE;25/04/2023;5;50;17;14;14;0;0;0;0;0;0;0
CSE;33287591300169;4873554;ADMR PAYS HERAULTAIS;64 RUE FRANCOIS D ORBAY;34080;MONTPELLIER;MONTPELLIER;34;Occitanie;2941;FD CGT ORGANISMES SOCIAUX;AIDE A L'ACCOMPAGNEMENT SOINS SERVICES A DOMICILE;16/06/2023;5;673;204;184;50;37;49;0;0;0;48;0
CSE;79361095700029;4921315;ASSOCIATION ADMR LA SALADELLE;1 RUE FRANCOIS ASTIER;34410;BEZIERS;SERIGNAN;34;Occitanie;2941;FD CGT ORGANISMES SOCIAUX;AIDE A L'ACCOMPAGNEMENT SOINS SERVICES A DOMICILE;23/06/2023;5;29;23;23;23;0;0;0;0;0;0;0
CSE;41846428500133;4948087;OBJECTIF EMERGENCE;205 RUE DE L ACROPOLE;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;2941;FD CGT ORGANISMES SOCIAUX;AIDE A L'ACCOMPAGNEMENT SOINS SERVICES A DOMICILE;03/10/2023;1;564;202;188;120;68;0;0;0;0;0;0
CSE;41846428500133;4948088;OBJECTIF EMERGENCE;205 RUE DE L ACROPOLE;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;2941;FD CGT ORGANISMES SOCIAUX;AIDE A L'ACCOMPAGNEMENT SOINS SERVICES A DOMICILE;03/10/2023;2;27;20;19;19;0;0;0;0;0;0;0
CSE;80834992200019;4955897;ADMR DU MEJEAN;89 GRANDE RUE;34470;MONTPELLIER;PEROLS;34;Occitanie;2941;FD CGT ORGANISMES SOCIAUX;AIDE A L'ACCOMPAGNEMENT SOINS SERVICES A DOMICILE;06/10/2023;5;32;18;18;0;0;18;0;0;0;0;0
CSE;78162278200055;4962309;PRESENCE VERTE SERVICES;44 AVENUE SAINT LAZARE CS 59003;34967;MONTPELLIER;MONTPELLIER;34;Occitanie;2941;FD CGT ORGANISMES SOCIAUX;AIDE A L'ACCOMPAGNEMENT SOINS SERVICES A DOMICILE;02/10/2023;2;127;80;70;18;52;0;0;0;0;0;0
CSE;78162278200055;4962310;PRESENCE VERTE SERVICES;44 AVENUE SAINT LAZARE CS 59003;34967;MONTPELLIER;MONTPELLIER;34;Occitanie;2941;FD CGT ORGANISMES SOCIAUX;AIDE A L'ACCOMPAGNEMENT SOINS SERVICES A DOMICILE;02/10/2023;1;930;272;262;189;73;0;0;0;0;0;0
CSE;40285120800031;5286228;A D M R ORB ET THONGUE AM;1  RUE FRANCOIS ASTIER;34410;BEZIERS;SERIGNAN;34;Occitanie;2941;FD CGT ORGANISMES SOCIAUX;AIDE A L'ACCOMPAGNEMENT SOINS SERVICES A DOMICILE;29/11/2024;5;47;33;32;32;0;0;0;0;0;0;0
CSE;83130191600035;4967108;SAURAMPS;ALL JULES MILHAU;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;3013;FD CGT COMMERCE;LIBRAIRIE;27/10/2023;2;18;18;8;8;0;0;0;0;0;0;0
CSE;50170059500025;4853626;PORT SUD DE FRANCE (ETS PUBLIC REGIONAL);1 QUAI PHILIPPE REGY;34201;SETE;SETE CEDEX;34;Occitanie;3017;FD CGT PORTS ET DOCKS;PORTS ET MANUTENTION CCN UNIFIEE;05/06/2023;3;25;25;23;0;0;11,5;0;11,5;0;0;0
CSE;50170059500025;4853627;PORT SUD DE FRANCE (ETS PUBLIC REGIONAL);1 QUAI PHILIPPE REGY;34201;SETE;SETE CEDEX;34;Occitanie;3017;FD CGT PORTS ET DOCKS;PORTS ET MANUTENTION CCN UNIFIEE;05/06/2023;2;30;30;30;4;0;26;0;0;0;0;0
CSE;50170059500025;4853628;PORT SUD DE FRANCE (ETS PUBLIC REGIONAL);1 QUAI PHILIPPE REGY;34201;SETE;SETE CEDEX;34;Occitanie;3017;FD CGT PORTS ET DOCKS;PORTS ET MANUTENTION CCN UNIFIEE;05/06/2023;1;38;38;37;14;0;23;0;0;0;0;0
CSE;39219491600012;4889859;SETEMANUTENTION;DARSE N 2;34200;SETE;SETE;34;Occitanie;3017;FD CGT PORTS ET DOCKS;PORTS ET MANUTENTION CCN UNIFIEE;20/06/2023;5;15;14;14;14;0;0;0;0;0;0;0
CSE;43394839500036;4971900;STE SEA-INVEST SETE;ZONE PORTUAIRE;34200;SETE;SETE;34;Occitanie;3017;FD CGT PORTS ET DOCKS;PORTS ET MANUTENTION CCN UNIFIEE;16/11/2023;2;17;17;14;14;0;0;0;0;0;0;0
CSE;43394839500036;4971901;STE SEA-INVEST SETE;ZONE PORTUAIRE;34200;SETE;SETE;34;Occitanie;3017;FD CGT PORTS ET DOCKS;PORTS ET MANUTENTION CCN UNIFIEE;16/11/2023;1;16;15;14;0;14;0;0;0;0;0;0
CSE;88020694100010;4509068;GROUPE CLINIPOLE BIO NETTOYAGE;50 RUE EMILE COMBES;34170;MONTPELLIER;CASTELNAU LE LEZ;34;Occitanie;3043;FD CGT PORTS ET DOCKS;PROPRETÉ ENTREPRISES ET SERVICES ASSOCIÉS;26/01/2021;2;11;10;10;4;6;0;0;0;0;0;0
CSE;88020694100010;4509069;GROUPE CLINIPOLE BIO NETTOYAGE;50 RUE EMILE COMBES;34170;MONTPELLIER;CASTELNAU LE LEZ;34;Occitanie;3043;FD CGT PORTS ET DOCKS;PROPRETÉ ENTREPRISES ET SERVICES ASSOCIÉS;26/01/2021;1;149;104;92;61;31;0;0;0;0;0;0
CSE;43480098300026;4869706;LITTORAL SERVICES;ZI DES EAUX BLANCHES;34200;SETE;SETE;34;Occitanie;3043;FD CGT PORTS ET DOCKS;PROPRETÉ ENTREPRISES ET SERVICES ASSOCIÉS;12/04/2023;5;206;29;24;24;0;0;0;0;0;0;0
CSE;79930326800046;4965959;PLD MEDITERRANEE;91 RUE DE LA PREMIERE ECLUSE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;3043;FD CGT PORTS ET DOCKS;PROPRETÉ ENTREPRISES ET SERVICES ASSOCIÉS;09/11/2023;2;12;9;9;0;0;0;9;0;0;0;0
CSE;79930326800046;4965960;PLD MEDITERRANEE;91 RUE DE LA PREMIERE ECLUSE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;3043;FD CGT PORTS ET DOCKS;PROPRETÉ ENTREPRISES ET SERVICES ASSOCIÉS;09/11/2023;1;278;161;153;0;0;0;153;0;0;0;0
CSE;43838923100020;4997439;SARL AGATH'NET;RUE DES ARTISANS;34300;AGDE PEZENAS;AGDE;34;Occitanie;3043;FD CGT PORTS ET DOCKS;PROPRETÉ ENTREPRISES ET SERVICES ASSOCIÉS;05/12/2023;1;54;49;42;19;0;23;0;0;0;0;0
CSE;45345306000205;5053121;AZUR - HORIZON;836 RUE DU MAS DE VERCHANT ZAC DU PARC;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;3043;FD CGT PORTS ET DOCKS;PROPRETÉ ENTREPRISES ET SERVICES ASSOCIÉS;06/12/2023;2;41;14;11;0;0;0;11;0;0;0;0
CSE;6780042502790;5161436;ONET SERVICES MONTPELLIER;#N/A;34970;MONTPELLIER;LATTES;34;Occitanie;3043;FD CGT PORTS ET DOCKS;PROPRETÉ ENTREPRISES ET SERVICES ASSOCIÉS;04/03/2024;1;341;227;216;176;0;40;0;0;0;0;0
CSE;6780042502790;5161437;ONET SERVICES MONTPELLIER;#N/A;34970;MONTPELLIER;LATTES;34;Occitanie;3043;FD CGT PORTS ET DOCKS;PROPRETÉ ENTREPRISES ET SERVICES ASSOCIÉS;04/03/2024;2;10;7;5;0;0;5;0;0;0;0;0
CSE;38498348200116;5198879;GSF MONTPELLIER;ZAC ST ANTOINE 561 AVENUE DES ROMARINS;34130;LUNEL;ST AUNES;34;Occitanie;3043;FD CGT PORTS ET DOCKS;PROPRETÉ ENTREPRISES ET SERVICES ASSOCIÉS;18/04/2024;2;9;7;6;0;0;0;6;0;0;0;0
CSE;38498348200116;5198880;GSF MONTPELLIER;ZAC ST ANTOINE 561 AVENUE DES ROMARINS;34130;LUNEL;ST AUNES;34;Occitanie;3043;FD CGT PORTS ET DOCKS;PROPRETÉ ENTREPRISES ET SERVICES ASSOCIÉS;18/04/2024;1;314;178;167;68;58;0;41;0;0;0;0
CSE;41452264900030;5208821;SARL ACTION PROPRETE;ZA ROUCAGNIER 361 RUE DU ROUCAGNIER;34400;LUNEL;LUNEL VIEL;34;Occitanie;3043;FD CGT PORTS ET DOCKS;PROPRETÉ ENTREPRISES ET SERVICES ASSOCIÉS;26/04/2024;5;48;15;14;14;0;0;0;0;0;0;0
CSE;42868535801245;5238870;SAMSIC MONTPELLIER;197 RUE EMILE JULIEN-GAROSUD;34080;MONTPELLIER;MONTPELLIER;34;Occitanie;3043;FD CGT PORTS ET DOCKS;PROPRETÉ ENTREPRISES ET SERVICES ASSOCIÉS;18/06/2024;1;153;54;53;40;0;13;0;0;0;0;0
CSE;42868535801245;5238871;SAMSIC MONTPELLIER;197 RUE EMILE JULIEN-GAROSUD;34080;MONTPELLIER;MONTPELLIER;34;Occitanie;3043;FD CGT PORTS ET DOCKS;PROPRETÉ ENTREPRISES ET SERVICES ASSOCIÉS;18/06/2024;2;5;0;0;0;0;0;0;0;0;0;0
CSE;34395285900035;5262819;SUD SERVICE SAS;3  AV DES COMPAGNONS;34170;MONTPELLIER;CASTELNAU-LE-LEZ;34;Occitanie;3043;FD CGT PORTS ET DOCKS;PROPRETÉ ENTREPRISES ET SERVICES ASSOCIÉS;03/10/2024;2;74;38;36;3;33;0;0;0;0;0;0
CSE;34395285900035;5262820;SUD SERVICE SAS;3  AV DES COMPAGNONS;34170;MONTPELLIER;CASTELNAU-LE-LEZ;34;Occitanie;3043;FD CGT PORTS ET DOCKS;PROPRETÉ ENTREPRISES ET SERVICES ASSOCIÉS;03/10/2024;1;814;284;237;75;123;39;0;0;0;0;0
CSE;39950664101210;5312843;ATALIAN PROPRETE;47 RUE JOSEPH ALOIS SCHUMPETER;34470;MONTPELLIER;PEROLS;34;Occitanie;3043;FD CGT PORTS ET DOCKS;PROPRETÉ ENTREPRISES ET SERVICES ASSOCIÉS;06/12/2023;5;340;196;193;0;0;193;0;0;0;0;0
CSE;61268027200012;4874380;SA COMOLIVE;CS 80127;34207;SETE;SETE;34;Occitanie;3109;FD CGT AGRO ALIMENTAIRE, FORET;INDUSTRIES ALIMENTAIRES DIVERSES 5 BRANCHES;08/06/2023;5;14;14;4;0;4;0;0;0;0;0;0
CSE;39748292800017;4980360;CARTE NOIRE OPERATIONS;ROUTE DE SAINT GEORGES D ORQUES;34880;MONTPELLIER;LAVERUNE;34;Occitanie;3109;FD CGT AGRO ALIMENTAIRE, FORET;INDUSTRIES ALIMENTAIRES DIVERSES 5 BRANCHES;16/11/2023;3;25;25;23;0;0;0;0;23;0;0;0
CSE;39748292800017;4980361;CARTE NOIRE OPERATIONS;ROUTE DE SAINT GEORGES D ORQUES;34880;MONTPELLIER;LAVERUNE;34;Occitanie;3109;FD CGT AGRO ALIMENTAIRE, FORET;INDUSTRIES ALIMENTAIRES DIVERSES 5 BRANCHES;16/11/2023;1;43;41;39;0;6;33;0;0;0;0;0
CSE;39748292800017;4980362;CARTE NOIRE OPERATIONS;ROUTE DE SAINT GEORGES D ORQUES;34880;MONTPELLIER;LAVERUNE;34;Occitanie;3109;FD CGT AGRO ALIMENTAIRE, FORET;INDUSTRIES ALIMENTAIRES DIVERSES 5 BRANCHES;16/11/2023;2;32;29;29;0;8;21;0;0;0;0;0
CSE;43748575800043;5066466;LA CURE GOURMANDE DEVELOPPEMENT;ZA MAS DE KLE 5 RUE MONTGOLFIER;34110;MONTPELLIER;FRONTIGNAN;34;Occitanie;3109;FD CGT AGRO ALIMENTAIRE, FORET;INDUSTRIES ALIMENTAIRES DIVERSES 5 BRANCHES;20/11/2023;1;41;20;16;0;16;0;0;0;0;0;0
CSE;45880092700030;5290561;SARL AUZIER CHABERNAC;23  RUE DE LA COLLINE;34980;GANGES;ST GELY DU FESC;34;Occitanie;3109;FD CGT AGRO ALIMENTAIRE, FORET;INDUSTRIES ALIMENTAIRES DIVERSES 5 BRANCHES;25/11/2024;5;27;22;8;0;0;8;0;0;0;0;0
CSE;51847425900034;4905767;LA MAIN DE JEANNE;21 RUE ALFRED CORTOT;34500;BEZIERS;BEZIERS;34;Occitanie;3127;FD CGT COMMERCE;SERVICES A LA PERSONNE ENTREPRISES;02/06/2023;5;244;44;34;0;0;0;34;0;0;0;0
CSE;45119200900061;4972087;SERENIDOM;97  RUE DE FREYR;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;3127;FD CGT COMMERCE;SERVICES A LA PERSONNE ENTREPRISES;20/11/2023;5;57;32;32;0;32;0;0;0;0;0;0
CSE;48965212300055;4975287;A VOS COTES;50  AV DE TOULOUSE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;3127;FD CGT COMMERCE;SERVICES A LA PERSONNE ENTREPRISES;02/11/2023;5;171;13;11;0;0;0;11;0;0;0;0
CSE;50779576300048;5133566;SARL MAYNADA SERVICES;4 RUE DES MAGNANARELLES;34990;MONTPELLIER;JUVIGNAC;34;Occitanie;3127;FD CGT COMMERCE;SERVICES A LA PERSONNE ENTREPRISES;18/01/2024;5;54;10;1;0;0;1;0;0;0;0;0
CSE;43018109900044;5180950;ADAPT;7  AV PIERRE VERDIER;34500;BEZIERS;BEZIERS;34;Occitanie;3127;FD CGT COMMERCE;SERVICES A LA PERSONNE ENTREPRISES;12/03/2024;5;130;52;46;46;0;0;0;0;0;0;0
CSE;84303624500036;5224673;AMABILIS 13 ET 34;8 RUE HENRI FERRARI TOURS BLANCHES ET;34110;MONTPELLIER;FRONTIGNAN;34;Occitanie;3127;FD CGT COMMERCE;SERVICES A LA PERSONNE ENTREPRISES;20/06/2024;5;28;20;18;0;0;0;18;0;0;0;0
CSE;50485825900022;5263628;SARL ASPHODELES SERVICES;840 AVENUE DE LA POMPIGNANE;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;3127;FD CGT COMMERCE;SERVICES A LA PERSONNE ENTREPRISES;16/01/2024;5;83;61;60;0;22;38;0;0;0;0;0
CSE;34313334400055;4667962;GEOBIO;137 RUE CLAUDE BALBASTRE;34076;MONTPELLIER;MONTPELLIER;34;Occitanie;3212;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;TRAVAUX PUBLICS CADRES;10/06/2022;2;26;22;20;0;0;0;0;11;0;9;0
CSE;35158125100029;4767440;RAZEL WATER SOLUTIONS;1111 AVENUE JUSTIN BEC;34680;MONTPELLIER;ST GEORGES D ORQUES;34;Occitanie;3212;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;TRAVAUX PUBLICS CADRES;16/11/2022;5;14;13;12;0;0;0;0;12;0;0;0
CSE;32774539400103;4859965;SOGEA SUD HYDRAULIQUE;541 RUE GEORGES MELIES;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;3212;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;TRAVAUX PUBLICS CADRES;30/05/2023;3;34;25;22;0;22;0;0;0;0;0;0
CSE;53791535700082;4905869;CEGELEC RENEWABLE ENERGIES OMEXOM RE SOLAR;10-12 RUE FRANCOIS PERROUX;34670;LUNEL;BAILLARGUES;34;Occitanie;3212;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;TRAVAUX PUBLICS CADRES;13/06/2023;2;28;27;21;0;0;0;0;21;0;0;0
CSE;56213603600869;4916888;RAZEL-BEC ETABLISSEMENT LANGUEDOC;CS20030;34433;CLERMONT-L-HERAULT;ST JEAN DE VEDAS CEDEX;34;Occitanie;3212;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;TRAVAUX PUBLICS CADRES;19/06/2023;3;51;44;41;0;0;29;0;12;0;0;0
CSE;77566487303990;5103088;BOUYGUES ENERGIES ET SERVICES;GAROSUD;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;3212;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;TRAVAUX PUBLICS CADRES;23/11/2023;3;315;305;297;0;24;206;67;0;0;0;0
CSE;39876221100363;5269238;EIFFAGE ROUTE GRAND SUD - ERGS OUEST LANGUEDOC ROUSSILLON;28 AVENUE DE PEZENAS;34630;AGDE PEZENAS;ST THIBERY;34;Occitanie;3212;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;TRAVAUX PUBLICS CADRES;26/09/2024;3;29;26;23;0;0;0;0;23;0;0;0
CSE;45580048200016;4807313;UNION MATERIAUX;287 AVENUE DE BOIRARGUES;34965;MONTPELLIER;MONTPELLIER;34;Occitanie;3216;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;MATERIAUX DE CONSTRUCTION NEGOCE;24/03/2023;2;154;82;71;0;71;0;0;0;0;0;0
CSE;45580048200016;4807314;UNION MATERIAUX;287 AVENUE DE BOIRARGUES;34965;MONTPELLIER;MONTPELLIER;34;Occitanie;3216;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;MATERIAUX DE CONSTRUCTION NEGOCE;24/03/2023;3;76;55;54;0;0;0;0;54;0;0;0
CSE;45580048200016;4807315;UNION MATERIAUX;287 AVENUE DE BOIRARGUES;34965;MONTPELLIER;MONTPELLIER;34;Occitanie;3216;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;MATERIAUX DE CONSTRUCTION NEGOCE;24/03/2023;1;277;101;84;0;84;0;0;0;0;0;0
CSE;56292047001413;4823843;MERIDIONALEDES BOIS ET MATERIAUX;ZAC LA DOMINITIENNE;34534;BEZIERS;BEZIERS CEDEX;34;Occitanie;3216;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;MATERIAUX DE CONSTRUCTION NEGOCE;06/04/2023;1;521;298;279;64;0;16;199;0;0;0;0
CSE;56292047001413;4823846;MERIDIONALEDES BOIS ET MATERIAUX;ZAC LA DOMINITIENNE;34534;BEZIERS;BEZIERS CEDEX;34;Occitanie;3216;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;MATERIAUX DE CONSTRUCTION NEGOCE;06/04/2023;3;142;97;78;8;0;28;42;0;0;0;0
CSE;56292047001413;4823847;MERIDIONALEDES BOIS ET MATERIAUX;ZAC LA DOMINITIENNE;34534;BEZIERS;BEZIERS CEDEX;34;Occitanie;3216;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;MATERIAUX DE CONSTRUCTION NEGOCE;06/04/2023;2;355;236;221;50;0;40;131;0;0;0;0
CSE;77603228600010;4635942;AGEA MONTPELLIER;24 RUE DU CARRE DU ROI;34967;MONTPELLIER;MONTPELLIER CEDEX 2;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);13/06/2022;1;29;18;16;0;16;0;0;0;0;0;0
CSE;77603228600010;4635943;AGEA MONTPELLIER;24 RUE DU CARRE DU ROI;34967;MONTPELLIER;MONTPELLIER CEDEX 2;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);13/06/2022;3;95;63;63;0;29;0;0;16;0;0;18
CSE;77603228600010;4635944;AGEA MONTPELLIER;24 RUE DU CARRE DU ROI;34967;MONTPELLIER;MONTPELLIER CEDEX 2;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);13/06/2022;2;8;7;5;0;5;0;0;0;0;0;0
CSE;33018811100018;4755609;OGESCA-PIC;5 PL SAINT APHRODISE;34500;BEZIERS;BEZIERS;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);05/12/2022;3;7;6;6;0;1;0;5;0;0;0;0
CSE;33018811100018;4755610;OGESCA-PIC;5 PL SAINT APHRODISE;34500;BEZIERS;BEZIERS;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);05/12/2022;2;21;18;16;0;0;0;16;0;0;0;0
CSE;77598273900028;4767666;OGEC LA TRINITE;6 AVENUE JEAN MOULIN;34503;BEZIERS;BEZIERS CEDEX;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);09/12/2022;1;13;11;10;10;0;0;0;0;0;0;0
CSE;77605699600015;4779749;ORGANISM GESTION ENSEIGNEMENT CATHOLIQUE;62  CRS GAMBETTA;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);16/01/2023;1;46;26;25;0;0;0;0;0;0;0;25
CSE;77605699600015;4779750;ORGANISM GESTION ENSEIGNEMENT CATHOLIQUE;62  CRS GAMBETTA;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);16/01/2023;2;149;75;74;0;0;0;0;0;0;0;74
CSE;77609026800017;4781571;OGEC SAINT JOSEPH SAINT PIERRE;11 AVENUE MARX DORMOY;34202;SETE;SETE CEDEX;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);10/01/2023;1;30;28;27;13;14;0;0;0;0;0;0
CSE;77609026800017;4781573;OGEC SAINT JOSEPH SAINT PIERRE;11 AVENUE MARX DORMOY;34202;SETE;SETE CEDEX;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);10/01/2023;2;6;4;2;0;2;0;0;0;0;0;0
CSE;32001710600040;4786712;OGEC ST JOSEPH PIERRE ROUGE;600 AV DU CAMPUS AGROPOLIS;34980;GANGES;MONTFERRIER;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);17/01/2023;3;6;1;0;0;0;0;0;0;0;0;0
CSE;77605694700018;4799004;ASSOCIATION OGEC LA SALLE;29 B QUAI DU VERDANSON;34090;MONTPELLIER;MONTPELLIER;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);30/03/2023;1;48;41;39;0;0;0;23;0;0;0;16
CSE;77605694700018;4799005;ASSOCIATION OGEC LA SALLE;29 B QUAI DU VERDANSON;34090;MONTPELLIER;MONTPELLIER;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);30/03/2023;2;36;23;22;0;0;0;0;0;0;0;22
CSE;77605695400014;4810968;COLLEGE PRIVE SAINT-FRANCOIS D'ASSISE;24  BD DE STRASBOURG;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);31/03/2023;1;25;19;19;8;0;0;0;0;0;0;11
CSE;77605695400014;4810969;COLLEGE PRIVE SAINT-FRANCOIS D'ASSISE;24  BD DE STRASBOURG;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);31/03/2023;3;46;38;38;26;0;0;0;0;0;0;12
CSE;77605695400014;4810970;COLLEGE PRIVE SAINT-FRANCOIS D'ASSISE;24  BD DE STRASBOURG;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);31/03/2023;2;3;2;2;2;0;0;0;0;0;0;0
CSE;77605691300010;4815462;OGEC NOTRE DAME DES ANGES;18 RUE DE LA GARENNE;34090;MONTPELLIER;MONTPELLIER;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);30/03/2023;1;18;17;17;0;0;0;9;0;0;0;8
CSE;77605691300010;4815463;OGEC NOTRE DAME DES ANGES;18 RUE DE LA GARENNE;34090;MONTPELLIER;MONTPELLIER;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);30/03/2023;3;116;71;64;0;32;0;0;0;0;0;32
CSE;77599336300032;4830936;OGEC SAINT GUILHEM;RTE DEPARTEMENTALE 609;34800;BEZIERS;CLERMONT L HERAULT;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);24/03/2023;1;13;13;11;0;0;0;0;0;0;0;11
CSE;77599336300032;4830938;OGEC SAINT GUILHEM;RTE DEPARTEMENTALE 609;34800;BEZIERS;CLERMONT L HERAULT;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);24/03/2023;2;33;32;31;0;15;0;6;0;0;0;10
CSE;32281373400017;4846405;OGEC NOTRE DAME SAINT PIERRE;32 RUE ANTOINE PALAZY;34500;BEZIERS;BEZIERS;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);15/05/2023;1;19;19;18;0;0;0;18;0;0;0;0
CSE;77606822300036;5070418;OGEC STE MARTHE;ROUTE DE BEZIERS;34120;AGDE PEZENAS;TOURBES;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);20/11/2023;3;4;4;1;1;0;0;0;0;0;0;0
CSE;77609025000015;5071410;OGEC SAINT JEAN SAINT VINCENT;11 RUE RAYMOND LEFEBVRE;34200;SETE;SETE;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);15/01/2024;5;24;23;16;16;0;0;0;0;0;0;0
CSE;77605725900025;5096196;ALFS EPCS LYCEE TURGOT;94 RUE PIERRE FLOURENS;34090;MONTPELLIER;MONTPELLIER;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);19/12/2023;2;38;35;31;0;31;0;0;0;0;0;0
CSE;77600112500017;5116766;OGEC ENSEIGN PRIVE CATHOLIQUE DE GANGES;22 B AV PASTEUR;34190;GANGES;GANGES;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);15/01/2024;2;31;27;26;0;0;0;4;0;0;0;22
CSE;77600112500017;5116767;OGEC ENSEIGN PRIVE CATHOLIQUE DE GANGES;22 B AV PASTEUR;34190;GANGES;GANGES;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);15/01/2024;1;13;7;7;0;7;0;0;0;0;0;0
CSE;45211326900024;5155567;OGEC COLLEGE NOTRE DAME;76 RTE DE SETE;34300;AGDE PEZENAS;AGDE;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);27/02/2024;1;13;13;12;0;0;0;12;0;0;0;0
CSE;45211326900024;5155568;OGEC COLLEGE NOTRE DAME;76 RTE DE SETE;34300;AGDE PEZENAS;AGDE;34;Occitanie;3218;FD CGT FERC;ENSEIGNEMENT PRIVE NON LUCRATIF (EPNL);27/02/2024;2;23;20;19;0;0;0;19;0;0;0;0
